,qseqid,qspecies,sseqid,sspecies,dN,dS,dN/dS
582,Gorai.001G016600.1,Grai,maker-SEQ_130241-augustus-gene-0.37-mRNA-1,kokia,0.0059,0.0653,0.0899
583,maker-SEQ_130241-augustus-gene-0.37-mRNA-1,kokia,maker-SEQ_558-augustus-gene-94.60-mRNA-1,kirkii,0.0046,0.0517,0.0884
588,Gorai.001G016700.1,Grai,snap_masked-SEQ_558-processed-gene-94.44-mRNA-1,kirkii,0.01,0.1811,0.0552
591,Gorai.001G016700.1,Grai,augustus_masked-SEQ_130241-processed-gene-0.29-mRNA-1,kokia,0.012,0.1396,0.0863
592,augustus_masked-SEQ_130241-processed-gene-0.29-mRNA-1,kokia,snap_masked-SEQ_558-processed-gene-94.44-mRNA-1,kirkii,0.0061,0.0581,0.1045
597,Gorai.001G016800.1,Grai,maker-SEQ_558-snap-gene-94.76-mRNA-1,kirkii,0.0028,0.028,0.0995
600,Gorai.001G016800.1,Grai,augustus_masked-SEQ_130241-processed-gene-0.21-mRNA-1,kokia,0.0026,0.0137,0.1855
601,augustus_masked-SEQ_130241-processed-gene-0.21-mRNA-1,kokia,maker-SEQ_558-snap-gene-94.76-mRNA-1,kirkii,0.0,0.0336,0.001
606,Gorai.001G017100.1,Grai,maker-SEQ_558-augustus-gene-94.70-mRNA-1,kirkii,0.0108,0.0919,0.1171
609,Gorai.001G017100.1,Grai,maker-SEQ_129607-augustus-gene-0.7-mRNA-1,kokia,0.0118,0.1486,0.0792
610,maker-SEQ_129607-augustus-gene-0.7-mRNA-1,kokia,maker-SEQ_558-augustus-gene-94.70-mRNA-1,kirkii,0.0045,0.0841,0.0533
615,Gorai.001G017400.1,Grai,maker-SEQ_558-augustus-gene-95.42-mRNA-1,kirkii,0.0029,0.0639,0.0446
618,Gorai.001G017400.1,Grai,maker-SEQ_112395-augustus-gene-0.24-mRNA-1,kokia,0.0057,0.0634,0.0893
619,maker-SEQ_112395-augustus-gene-0.24-mRNA-1,kokia,maker-SEQ_558-augustus-gene-95.42-mRNA-1,kirkii,0.0019,0.0364,0.0521
624,Gorai.001G017800.1,Grai,augustus_masked-SEQ_558-processed-gene-95.7-mRNA-1,kirkii,0.0043,0.0541,0.0794
627,Gorai.001G017800.1,Grai,augustus_masked-SEQ_112395-processed-gene-0.11-mRNA-1,kokia,0.0048,0.0648,0.0743
628,augustus_masked-SEQ_112395-processed-gene-0.11-mRNA-1,kokia,augustus_masked-SEQ_558-processed-gene-95.7-mRNA-1,kirkii,0.0012,0.0424,0.0282
633,Gorai.001G017900.1,Grai,maker-SEQ_558-snap-gene-95.47-mRNA-1,kirkii,0.0184,0.0691,0.2665
636,Gorai.001G017900.1,Grai,maker-SEQ_112395-augustus-gene-0.26-mRNA-1,kokia,0.0145,0.0761,0.1903
637,maker-SEQ_112395-augustus-gene-0.26-mRNA-1,kokia,maker-SEQ_558-snap-gene-95.47-mRNA-1,kirkii,0.0049,0.0266,0.1836
642,Gorai.001G018200.1,Grai,maker-SEQ_558-augustus-gene-96.47-mRNA-1,kirkii,0.0178,0.2446,0.0726
645,Gorai.001G018200.1,Grai,maker-SEQ_112394-augustus-gene-0.2-mRNA-1,kokia,0.0099,0.1374,0.0724
646,maker-SEQ_112394-augustus-gene-0.2-mRNA-1,kokia,maker-SEQ_558-augustus-gene-96.47-mRNA-1,kirkii,0.0155,0.0935,0.1657
651,Gorai.001G018300.1,Grai,maker-SEQ_558-snap-gene-96.59-mRNA-1,kirkii,0.0064,0.0501,0.1274
654,Gorai.001G018300.1,Grai,maker-SEQ_125826-augustus-gene-0.12-mRNA-1,kokia,0.0081,0.0579,0.1393
655,maker-SEQ_125826-augustus-gene-0.12-mRNA-1,kokia,maker-SEQ_558-snap-gene-96.59-mRNA-1,kirkii,0.0009,0.0501,0.0171
660,Gorai.001G018700.1,Grai,maker-SEQ_558-augustus-gene-96.51-mRNA-1,kirkii,0.0037,0.0633,0.059
663,Gorai.001G018700.1,Grai,augustus_masked-SEQ_117245-processed-gene-0.10-mRNA-1,kokia,0.0043,0.0646,0.0659
664,augustus_masked-SEQ_117245-processed-gene-0.10-mRNA-1,kokia,maker-SEQ_558-augustus-gene-96.51-mRNA-1,kirkii,0.0025,0.0234,0.1063
669,Gorai.001G018800.1,Grai,maker-SEQ_558-snap-gene-96.56-mRNA-1,kirkii,0.0085,0.0882,0.0965
672,Gorai.001G018800.1,Grai,maker-SEQ_130102-augustus-gene-2.34-mRNA-1,kokia,0.0109,0.1233,0.0886
673,maker-SEQ_130102-augustus-gene-2.34-mRNA-1,kokia,maker-SEQ_558-snap-gene-96.56-mRNA-1,kirkii,0.0041,0.0701,0.0587
678,Gorai.001G018900.1,Grai,maker-SEQ_558-augustus-gene-96.53-mRNA-1,kirkii,0.0305,0.3394,0.09
681,Gorai.001G018900.1,Grai,genemark-SEQ_130102-processed-gene-2.10-mRNA-1,kokia,0.026,0.2427,0.1069
682,genemark-SEQ_130102-processed-gene-2.10-mRNA-1,kokia,maker-SEQ_558-augustus-gene-96.53-mRNA-1,kirkii,0.0173,0.1273,0.136
687,Gorai.001G019500.1,Grai,maker-SEQ_558-augustus-gene-97.60-mRNA-1,kirkii,0.0043,0.0891,0.0487
690,Gorai.001G019500.1,Grai,maker-SEQ_130102-augustus-gene-2.40-mRNA-1,kokia,0.0066,0.1046,0.0626
691,maker-SEQ_130102-augustus-gene-2.40-mRNA-1,kokia,maker-SEQ_558-augustus-gene-97.60-mRNA-1,kirkii,0.0045,0.0446,0.1012
696,Gorai.001G019600.1,Grai,maker-SEQ_558-augustus-gene-97.53-mRNA-1,kirkii,0.0118,0.0546,0.2164
699,Gorai.001G019600.1,Grai,augustus_masked-SEQ_130102-processed-gene-2.25-mRNA-1,kokia,0.0173,0.0659,0.2624
700,augustus_masked-SEQ_130102-processed-gene-2.25-mRNA-1,kokia,maker-SEQ_558-augustus-gene-97.53-mRNA-1,kirkii,0.0033,0.0366,0.0906
705,Gorai.001G019800.1,Grai,augustus_masked-SEQ_558-processed-gene-97.11-mRNA-1,kirkii,0.005,0.0512,0.0985
708,Gorai.001G019800.1,Grai,maker-SEQ_130102-augustus-gene-2.41-mRNA-1,kokia,0.0067,0.0562,0.1187
709,augustus_masked-SEQ_558-processed-gene-97.11-mRNA-1,kirkii,maker-SEQ_130102-augustus-gene-2.41-mRNA-1,kokia,0.0044,0.0348,0.1276
714,Gorai.001G019900.1,Grai,snap_masked-SEQ_558-processed-gene-97.39-mRNA-1,kirkii,0.0161,0.0856,0.1876
717,Gorai.001G019900.1,Grai,maker-SEQ_130102-augustus-gene-2.38-mRNA-1,kokia,0.0098,0.0734,0.1331
718,maker-SEQ_130102-augustus-gene-2.38-mRNA-1,kokia,snap_masked-SEQ_558-processed-gene-97.39-mRNA-1,kirkii,0.0052,0.0578,0.0898
723,Gorai.001G020000.1,Grai,maker-SEQ_558-augustus-gene-97.63-mRNA-1,kirkii,0.0089,0.0907,0.098
726,Gorai.001G020000.1,Grai,maker-SEQ_130102-augustus-gene-2.42-mRNA-1,kokia,0.0126,0.0832,0.1513
727,maker-SEQ_130102-augustus-gene-2.42-mRNA-1,kokia,maker-SEQ_558-augustus-gene-97.63-mRNA-1,kirkii,0.0066,0.0419,0.1565
732,Gorai.001G020100.1,Grai,maker-SEQ_558-augustus-gene-97.56-mRNA-1,kirkii,0.0134,0.0937,0.1429
735,Gorai.001G020100.1,Grai,maker-SEQ_130102-augustus-gene-3.31-mRNA-1,kokia,0.0155,0.0999,0.1549
736,maker-SEQ_130102-augustus-gene-3.31-mRNA-1,kokia,maker-SEQ_558-augustus-gene-97.56-mRNA-1,kirkii,0.0019,0.0583,0.0331
741,Gorai.001G020200.1,Grai,maker-SEQ_558-augustus-gene-97.64-mRNA-1,kirkii,0.0044,0.0823,0.0534
744,Gorai.001G020200.1,Grai,maker-SEQ_130102-augustus-gene-3.38-mRNA-1,kokia,0.007,0.0898,0.0783
745,maker-SEQ_130102-augustus-gene-3.38-mRNA-1,kokia,maker-SEQ_558-augustus-gene-97.64-mRNA-1,kirkii,0.0035,0.0406,0.0861
750,Gorai.001G020500.1,Grai,snap_masked-SEQ_558-processed-gene-97.45-mRNA-1,kirkii,0.0269,0.1774,0.1518
753,Gorai.001G020500.1,Grai,maker-SEQ_130102-augustus-gene-3.35-mRNA-1,kokia,0.0268,0.1726,0.1551
754,maker-SEQ_130102-augustus-gene-3.35-mRNA-1,kokia,snap_masked-SEQ_558-processed-gene-97.45-mRNA-1,kirkii,0.0199,0.0391,0.5099
759,Gorai.001G020600.1,Grai,maker-SEQ_558-augustus-gene-98.56-mRNA-1,kirkii,0.0085,0.0916,0.0925
762,Gorai.001G020600.1,Grai,maker-SEQ_130102-augustus-gene-3.36-mRNA-1,kokia,0.0207,0.1466,0.1409
763,maker-SEQ_130102-augustus-gene-3.36-mRNA-1,kokia,maker-SEQ_558-augustus-gene-98.56-mRNA-1,kirkii,0.0202,0.0825,0.2447
768,Gorai.001G020700.1,Grai,maker-SEQ_558-augustus-gene-98.57-mRNA-1,kirkii,0.0037,0.0526,0.0709
771,Gorai.001G020700.1,Grai,maker-SEQ_130102-augustus-gene-3.37-mRNA-1,kokia,0.0062,0.0615,0.1012
772,maker-SEQ_130102-augustus-gene-3.37-mRNA-1,kokia,maker-SEQ_558-augustus-gene-98.57-mRNA-1,kirkii,0.0024,0.0377,0.0647
777,Gorai.001G020900.1,Grai,maker-SEQ_558-snap-gene-98.71-mRNA-1,kirkii,0.0042,0.0722,0.0587
780,Gorai.001G020900.1,Grai,genemark-SEQ_130102-processed-gene-3.13-mRNA-1,kokia,0.0042,0.077,0.054
781,genemark-SEQ_130102-processed-gene-3.13-mRNA-1,kokia,maker-SEQ_558-snap-gene-98.71-mRNA-1,kirkii,0.0014,0.0336,0.0406
786,Gorai.001G021400.1,Grai,augustus_masked-SEQ_558-processed-gene-81.16-mRNA-1,kirkii,0.0058,0.069,0.0839
789,Gorai.001G021400.1,Grai,augustus_masked-SEQ_130102-processed-gene-4.25-mRNA-1,kokia,0.0087,0.1305,0.0664
790,augustus_masked-SEQ_130102-processed-gene-4.25-mRNA-1,kokia,augustus_masked-SEQ_558-processed-gene-81.16-mRNA-1,kirkii,0.0028,0.0523,0.0529
795,Gorai.001G021500.1,Grai,maker-SEQ_558-augustus-gene-81.77-mRNA-1,kirkii,0.0213,0.0445,0.4778
798,Gorai.001G021500.1,Grai,maker-SEQ_130102-augustus-gene-4.43-mRNA-1,kokia,0.0122,0.0548,0.223
799,maker-SEQ_130102-augustus-gene-4.43-mRNA-1,kokia,maker-SEQ_558-augustus-gene-81.77-mRNA-1,kirkii,0.015,0.0255,0.5899
804,Gorai.001G021600.1,Grai,maker-SEQ_558-snap-gene-81.84-mRNA-1,kirkii,0.0141,0.1189,0.1183
807,Gorai.001G021600.1,Grai,augustus_masked-SEQ_130102-processed-gene-4.27-mRNA-1,kokia,0.0117,0.111,0.1052
808,augustus_masked-SEQ_130102-processed-gene-4.27-mRNA-1,kokia,maker-SEQ_558-snap-gene-81.84-mRNA-1,kirkii,0.0078,0.0339,0.2295
813,Gorai.001G021700.1,Grai,maker-SEQ_558-snap-gene-81.83-mRNA-1,kirkii,0.0043,0.0,99.0
816,Gorai.001G021700.1,Grai,maker-SEQ_130102-augustus-gene-4.48-mRNA-1,kokia,0.0046,0.0181,0.2536
817,maker-SEQ_130102-augustus-gene-4.48-mRNA-1,kokia,maker-SEQ_558-snap-gene-81.83-mRNA-1,kirkii,0.0047,0.0202,0.2344
822,Gorai.001G021800.1,Grai,maker-SEQ_558-augustus-gene-81.76-mRNA-1,kirkii,0.0054,0.0582,0.0935
825,Gorai.001G021800.1,Grai,maker-SEQ_130102-augustus-gene-4.44-mRNA-1,kokia,0.0064,0.0441,0.1461
826,maker-SEQ_130102-augustus-gene-4.44-mRNA-1,kokia,maker-SEQ_558-augustus-gene-81.76-mRNA-1,kirkii,0.0032,0.0293,0.1092
831,Gorai.001G022100.1,Grai,augustus_masked-SEQ_558-processed-gene-81.6-mRNA-1,kirkii,0.0101,0.1084,0.0935
834,Gorai.001G022100.1,Grai,augustus_masked-SEQ_130102-processed-gene-4.34-mRNA-1,kokia,0.0085,0.0986,0.0858
835,augustus_masked-SEQ_130102-processed-gene-4.34-mRNA-1,kokia,augustus_masked-SEQ_558-processed-gene-81.6-mRNA-1,kirkii,0.0015,0.0071,0.2193
840,Gorai.001G022200.1,Grai,maker-SEQ_558-augustus-gene-81.73-mRNA-1,kirkii,0.0175,0.0972,0.1805
843,Gorai.001G022200.1,Grai,maker-SEQ_130102-augustus-gene-4.49-mRNA-1,kokia,0.0199,0.0942,0.2113
844,maker-SEQ_130102-augustus-gene-4.49-mRNA-1,kokia,maker-SEQ_558-augustus-gene-81.73-mRNA-1,kirkii,0.0039,0.0474,0.0813
849,Gorai.001G022300.1,Grai,maker-SEQ_558-augustus-gene-81.72-mRNA-1,kirkii,0.0053,0.0906,0.0581
852,Gorai.001G022300.1,Grai,maker-SEQ_130102-augustus-gene-4.50-mRNA-1,kokia,0.0067,0.1094,0.0617
853,maker-SEQ_130102-augustus-gene-4.50-mRNA-1,kokia,maker-SEQ_558-augustus-gene-81.72-mRNA-1,kirkii,0.0076,0.0549,0.139
858,Gorai.001G022900.1,Grai,maker-SEQ_558-augustus-gene-98.60-mRNA-1,kirkii,0.0039,0.0884,0.0439
861,Gorai.001G022900.1,Grai,maker-SEQ_130102-augustus-gene-5.36-mRNA-1,kokia,0.0059,0.0982,0.0597
862,maker-SEQ_130102-augustus-gene-5.36-mRNA-1,kokia,maker-SEQ_558-augustus-gene-98.60-mRNA-1,kirkii,0.0021,0.0185,0.1122
867,Gorai.001G023100.1,Grai,maker-SEQ_558-augustus-gene-98.61-mRNA-1,kirkii,0.0102,0.065,0.1565
870,Gorai.001G023100.1,Grai,maker-SEQ_130102-augustus-gene-5.37-mRNA-1,kokia,0.0105,0.102,0.1025
871,maker-SEQ_130102-augustus-gene-5.37-mRNA-1,kokia,maker-SEQ_558-augustus-gene-98.61-mRNA-1,kirkii,0.0046,0.0649,0.0707
876,Gorai.001G023800.1,Grai,augustus_masked-SEQ_558-processed-gene-99.4-mRNA-1,kirkii,0.0048,0.0485,0.098
879,Gorai.001G023800.1,Grai,maker-SEQ_130102-augustus-gene-5.41-mRNA-1,kokia,0.0032,0.0521,0.0605
880,augustus_masked-SEQ_558-processed-gene-99.4-mRNA-1,kirkii,maker-SEQ_130102-augustus-gene-5.41-mRNA-1,kokia,0.0049,0.0253,0.1935
885,Gorai.001G024300.1,Grai,maker-SEQ_558-snap-gene-99.81-mRNA-1,kirkii,0.007,0.0441,0.159
888,Gorai.001G024300.1,Grai,maker-SEQ_130102-augustus-gene-5.45-mRNA-1,kokia,0.0277,0.0969,0.2859
889,maker-SEQ_130102-augustus-gene-5.45-mRNA-1,kokia,maker-SEQ_558-snap-gene-99.81-mRNA-1,kirkii,0.0052,0.0001,99.0
894,Gorai.001G024500.1,Grai,maker-SEQ_558-augustus-gene-99.68-mRNA-1,kirkii,0.0066,0.0979,0.0679
897,Gorai.001G024500.1,Grai,maker-SEQ_130102-augustus-gene-6.41-mRNA-1,kokia,0.0136,0.0949,0.1432
898,maker-SEQ_130102-augustus-gene-6.41-mRNA-1,kokia,maker-SEQ_558-augustus-gene-99.68-mRNA-1,kirkii,0.0067,0.0613,0.1092
903,Gorai.001G024600.1,Grai,augustus_masked-SEQ_558-processed-gene-99.12-mRNA-1,kirkii,0.0075,0.0625,0.1195
906,Gorai.001G024600.1,Grai,maker-SEQ_130102-augustus-gene-6.42-mRNA-1,kokia,0.0106,0.1178,0.0901
907,augustus_masked-SEQ_558-processed-gene-99.12-mRNA-1,kirkii,maker-SEQ_130102-augustus-gene-6.42-mRNA-1,kokia,0.0033,0.0615,0.0544
912,Gorai.001G024700.1,Grai,snap_masked-SEQ_558-processed-gene-100.34-mRNA-1,kirkii,0.0138,0.0878,0.1578
915,Gorai.001G024700.1,Grai,genemark-SEQ_130102-processed-gene-6.3-mRNA-1,kokia,0.0079,0.0912,0.0867
916,genemark-SEQ_130102-processed-gene-6.3-mRNA-1,kokia,snap_masked-SEQ_558-processed-gene-100.34-mRNA-1,kirkii,0.0025,0.0435,0.0577
921,Gorai.001G026000.1,Grai,maker-SEQ_558-augustus-gene-100.65-mRNA-1,kirkii,0.0109,0.0849,0.1284
924,Gorai.001G026000.1,Grai,maker-SEQ_130102-augustus-gene-6.45-mRNA-1,kokia,0.0128,0.0744,0.1724
925,maker-SEQ_130102-augustus-gene-6.45-mRNA-1,kokia,maker-SEQ_558-augustus-gene-100.65-mRNA-1,kirkii,0.0056,0.0323,0.1725
930,Gorai.001G026100.1,Grai,maker-SEQ_558-snap-gene-100.73-mRNA-1,kirkii,0.0117,0.0716,0.1638
933,Gorai.001G026100.1,Grai,genemark-SEQ_130102-processed-gene-7.3-mRNA-1,kokia,0.0206,0.1444,0.1429
934,genemark-SEQ_130102-processed-gene-7.3-mRNA-1,kokia,maker-SEQ_558-snap-gene-100.73-mRNA-1,kirkii,0.0102,0.1056,0.0964
939,Gorai.001G026700.1,Grai,genemark-SEQ_558-processed-gene-101.12-mRNA-1,kirkii,0.0077,0.0606,0.1277
942,Gorai.001G026700.1,Grai,augustus_masked-SEQ_130102-processed-gene-7.29-mRNA-1,kokia,0.0081,0.0686,0.1176
943,augustus_masked-SEQ_130102-processed-gene-7.29-mRNA-1,kokia,genemark-SEQ_558-processed-gene-101.12-mRNA-1,kirkii,0.0028,0.0278,0.0997
948,Gorai.001G026900.1,Grai,maker-SEQ_558-augustus-gene-101.50-mRNA-1,kirkii,0.0046,0.0631,0.0728
951,Gorai.001G026900.1,Grai,maker-SEQ_130102-augustus-gene-7.48-mRNA-1,kokia,0.015,0.1692,0.0889
952,maker-SEQ_130102-augustus-gene-7.48-mRNA-1,kokia,maker-SEQ_558-augustus-gene-101.50-mRNA-1,kirkii,0.0019,0.0592,0.0324
957,Gorai.001G027000.1,Grai,genemark-SEQ_558-processed-gene-101.20-mRNA-1,kirkii,0.0101,0.0575,0.1762
960,Gorai.001G027000.1,Grai,genemark-SEQ_130102-processed-gene-7.19-mRNA-1,kokia,0.0127,0.0782,0.1624
961,genemark-SEQ_130102-processed-gene-7.19-mRNA-1,kokia,genemark-SEQ_558-processed-gene-101.20-mRNA-1,kirkii,0.006,0.0296,0.2011
966,Gorai.001G027100.1,Grai,maker-SEQ_558-augustus-gene-101.56-mRNA-1,kirkii,0.0148,0.0907,0.1628
969,Gorai.001G027100.1,Grai,maker-SEQ_130102-augustus-gene-7.56-mRNA-1,kokia,0.0186,0.1082,0.1715
970,maker-SEQ_130102-augustus-gene-7.56-mRNA-1,kokia,maker-SEQ_558-augustus-gene-101.56-mRNA-1,kirkii,0.0054,0.0213,0.2522
975,Gorai.001G027200.1,Grai,maker-SEQ_558-augustus-gene-101.57-mRNA-1,kirkii,0.0084,0.0452,0.1862
978,Gorai.001G027200.1,Grai,maker-SEQ_130102-augustus-gene-7.57-mRNA-1,kokia,0.0074,0.0455,0.1627
979,maker-SEQ_130102-augustus-gene-7.57-mRNA-1,kokia,maker-SEQ_558-augustus-gene-101.57-mRNA-1,kirkii,0.0009,0.0299,0.0308
984,Gorai.001G027500.1,Grai,maker-SEQ_558-snap-gene-101.62-mRNA-1,kirkii,0.0083,0.059,0.1409
987,Gorai.001G027500.1,Grai,maker-SEQ_130102-augustus-gene-7.49-mRNA-1,kokia,0.0105,0.0625,0.1682
988,maker-SEQ_130102-augustus-gene-7.49-mRNA-1,kokia,maker-SEQ_558-snap-gene-101.62-mRNA-1,kirkii,0.0054,0.0396,0.1371
993,Gorai.001G027900.1,Grai,maker-SEQ_558-augustus-gene-102.61-mRNA-1,kirkii,0.0035,0.0543,0.0648
996,Gorai.001G027900.1,Grai,maker-SEQ_115694-augustus-gene-0.19-mRNA-1,kokia,0.0103,0.1499,0.069
997,maker-SEQ_115694-augustus-gene-0.19-mRNA-1,kokia,maker-SEQ_558-augustus-gene-102.61-mRNA-1,kirkii,0.0028,0.097,0.0287
1002,Gorai.001G028200.1,Grai,maker-SEQ_558-augustus-gene-102.62-mRNA-1,kirkii,0.0112,0.087,0.1291
1005,Gorai.001G028200.1,Grai,maker-SEQ_115694-augustus-gene-0.18-mRNA-1,kokia,0.0108,0.0852,0.1268
1006,maker-SEQ_115694-augustus-gene-0.18-mRNA-1,kokia,maker-SEQ_558-augustus-gene-102.62-mRNA-1,kirkii,0.0082,0.0311,0.2646
1011,Gorai.001G028400.1,Grai,maker-SEQ_558-augustus-gene-102.63-mRNA-1,kirkii,0.011,0.1176,0.0931
1014,Gorai.001G028400.1,Grai,maker-SEQ_111450-augustus-gene-0.21-mRNA-1,kokia,0.0176,0.1296,0.1356
1015,maker-SEQ_111450-augustus-gene-0.21-mRNA-1,kokia,maker-SEQ_558-augustus-gene-102.63-mRNA-1,kirkii,0.0062,0.0565,0.1097
1020,Gorai.001G028900.1,Grai,maker-SEQ_558-augustus-gene-102.66-mRNA-1,kirkii,0.0045,0.0373,0.1206
1023,Gorai.001G028900.1,Grai,maker-SEQ_111450-augustus-gene-0.26-mRNA-1,kokia,0.0044,0.0515,0.0864
1024,maker-SEQ_111450-augustus-gene-0.26-mRNA-1,kokia,maker-SEQ_558-augustus-gene-102.66-mRNA-1,kirkii,0.0021,0.0297,0.0705
1029,Gorai.001G029300.1,Grai,maker-SEQ_558-snap-gene-103.90-mRNA-1,kirkii,0.0245,0.0868,0.2823
1032,Gorai.001G029300.1,Grai,maker-SEQ_120413-augustus-gene-0.7-mRNA-1,kokia,0.0231,0.11,0.2101
1033,maker-SEQ_120413-augustus-gene-0.7-mRNA-1,kokia,maker-SEQ_558-snap-gene-103.90-mRNA-1,kirkii,0.0016,0.0282,0.0582
1038,Gorai.001G029400.1,Grai,maker-SEQ_558-snap-gene-103.86-mRNA-1,kirkii,0.0099,0.0697,0.1427
1041,Gorai.001G029400.1,Grai,augustus_masked-SEQ_121390-processed-gene-0.21-mRNA-1,kokia,0.0116,0.0613,0.1892
1042,augustus_masked-SEQ_121390-processed-gene-0.21-mRNA-1,kokia,maker-SEQ_558-snap-gene-103.86-mRNA-1,kirkii,0.0029,0.0627,0.0457
1047,Gorai.001G029600.1,Grai,maker-SEQ_558-augustus-gene-103.80-mRNA-1,kirkii,0.0104,0.1126,0.092
1050,Gorai.001G029600.1,Grai,genemark-SEQ_121390-processed-gene-0.4-mRNA-1,kokia,0.0198,0.1695,0.1166
1051,genemark-SEQ_121390-processed-gene-0.4-mRNA-1,kokia,maker-SEQ_558-augustus-gene-103.80-mRNA-1,kirkii,0.0143,0.1064,0.134
1056,Gorai.001G029700.1,Grai,maker-SEQ_558-augustus-gene-103.76-mRNA-1,kirkii,0.0153,0.0632,0.2417
1059,Gorai.001G029700.1,Grai,maker-SEQ_121390-augustus-gene-0.28-mRNA-1,kokia,0.016,0.0438,0.3646
1060,maker-SEQ_121390-augustus-gene-0.28-mRNA-1,kokia,maker-SEQ_558-augustus-gene-103.76-mRNA-1,kirkii,0.0,0.0277,0.001
1065,Gorai.001G029800.1,Grai,maker-SEQ_558-snap-gene-103.88-mRNA-1,kirkii,0.0035,0.038,0.0933
1068,Gorai.001G029800.1,Grai,maker-SEQ_121390-augustus-gene-0.26-mRNA-1,kokia,0.0057,0.0815,0.0697
1069,maker-SEQ_121390-augustus-gene-0.26-mRNA-1,kokia,maker-SEQ_558-snap-gene-103.88-mRNA-1,kirkii,0.0048,0.0596,0.08
1074,Gorai.001G030000.1,Grai,maker-SEQ_558-augustus-gene-103.81-mRNA-1,kirkii,0.0087,0.0892,0.0978
1077,Gorai.001G030000.1,Grai,maker-SEQ_121390-augustus-gene-0.23-mRNA-1,kokia,0.0102,0.0849,0.1204
1078,maker-SEQ_121390-augustus-gene-0.23-mRNA-1,kokia,maker-SEQ_558-augustus-gene-103.81-mRNA-1,kirkii,0.0014,0.0698,0.0205
1083,Gorai.001G030600.1,Grai,maker-SEQ_558-augustus-gene-103.78-mRNA-1,kirkii,0.0095,0.075,0.1271
1086,Gorai.001G030600.1,Grai,genemark-SEQ_129975-processed-gene-1.37-mRNA-1,kokia,0.0109,0.0698,0.1563
1087,genemark-SEQ_129975-processed-gene-1.37-mRNA-1,kokia,maker-SEQ_558-augustus-gene-103.78-mRNA-1,kirkii,0.0027,0.0486,0.0551
1092,Gorai.001G031100.1,Grai,augustus_masked-SEQ_558-processed-gene-104.0-mRNA-1,kirkii,0.0107,0.0743,0.1437
1095,Gorai.001G031100.1,Grai,maker-SEQ_129975-augustus-gene-1.91-mRNA-1,kokia,0.0107,0.075,0.1429
1096,augustus_masked-SEQ_558-processed-gene-104.0-mRNA-1,kirkii,maker-SEQ_129975-augustus-gene-1.91-mRNA-1,kokia,0.0,0.0105,0.001
1101,Gorai.001G031300.1,Grai,maker-SEQ_558-augustus-gene-104.64-mRNA-1,kirkii,0.0186,0.2237,0.0832
1104,Gorai.001G031300.1,Grai,maker-SEQ_129975-augustus-gene-1.78-mRNA-1,kokia,0.0282,0.106,0.2655
1105,maker-SEQ_129975-augustus-gene-1.78-mRNA-1,kokia,maker-SEQ_558-augustus-gene-104.64-mRNA-1,kirkii,0.0542,0.5508,0.0983
1110,Gorai.001G031400.1,Grai,genemark-SEQ_558-processed-gene-104.26-mRNA-1,kirkii,0.01,0.0824,0.1216
1113,Gorai.001G031400.1,Grai,maker-SEQ_129975-augustus-gene-1.77-mRNA-1,kokia,0.0126,0.1016,0.1239
1114,genemark-SEQ_558-processed-gene-104.26-mRNA-1,kirkii,maker-SEQ_129975-augustus-gene-1.77-mRNA-1,kokia,0.0055,0.057,0.0965
1119,Gorai.001G032200.1,Grai,maker-SEQ_558-snap-gene-104.71-mRNA-1,kirkii,0.0095,0.0748,0.1266
1122,Gorai.001G032200.1,Grai,augustus_masked-SEQ_129975-processed-gene-1.64-mRNA-1,kokia,0.0119,0.083,0.1429
1123,augustus_masked-SEQ_129975-processed-gene-1.64-mRNA-1,kokia,maker-SEQ_558-snap-gene-104.71-mRNA-1,kirkii,0.0019,0.0269,0.0707
1128,Gorai.001G032600.1,Grai,maker-SEQ_558-augustus-gene-105.83-mRNA-1,kirkii,0.0048,0.0591,0.0817
1131,Gorai.001G032600.1,Grai,maker-SEQ_129975-augustus-gene-1.85-mRNA-1,kokia,0.0051,0.0901,0.0562
1132,maker-SEQ_129975-augustus-gene-1.85-mRNA-1,kokia,maker-SEQ_558-augustus-gene-105.83-mRNA-1,kirkii,0.0048,0.0552,0.0867
1137,Gorai.001G032700.1,Grai,maker-SEQ_558-augustus-gene-105.88-mRNA-1,kirkii,0.0023,0.0597,0.0383
1140,Gorai.001G032700.1,Grai,maker-SEQ_129975-augustus-gene-1.75-mRNA-1,kokia,0.0067,0.0884,0.0757
1141,maker-SEQ_129975-augustus-gene-1.75-mRNA-1,kokia,maker-SEQ_558-augustus-gene-105.88-mRNA-1,kirkii,0.0,0.0279,0.001
1146,Gorai.001G032800.1,Grai,maker-SEQ_558-augustus-gene-105.84-mRNA-1,kirkii,0.0068,0.0781,0.0874
1149,Gorai.001G032800.1,Grai,augustus_masked-SEQ_129975-processed-gene-1.61-mRNA-1,kokia,0.0165,0.1151,0.1433
1150,augustus_masked-SEQ_129975-processed-gene-1.61-mRNA-1,kokia,maker-SEQ_558-augustus-gene-105.84-mRNA-1,kirkii,0.0096,0.0981,0.0983
1155,Gorai.001G033000.1,Grai,maker-SEQ_558-snap-gene-105.101-mRNA-1,kirkii,0.0063,0.0473,0.1334
1158,Gorai.001G033000.1,Grai,maker-SEQ_129975-augustus-gene-1.73-mRNA-1,kokia,0.0124,0.1062,0.1172
