Grai	kirkii	kokia
Gorai.001G050400.1	maker-SEQ_558-snap-gene-117.78-mRNA-1	maker-SEQ_124651-augustus-gene-0.29-mRNA-1
Gorai.001G050800.1	augustus_masked-SEQ_558-processed-gene-117.14-mRNA-1	genemark-SEQ_124651-processed-gene-0.4-mRNA-1
Gorai.001G050900.1	maker-SEQ_558-augustus-gene-117.74-mRNA-1	augustus_masked-SEQ_124651-processed-gene-0.14-mRNA-1
Gorai.001G051000.1	maker-SEQ_558-snap-gene-117.79-mRNA-1	maker-SEQ_124651-augustus-gene-0.27-mRNA-1
Gorai.001G051100.1	maker-SEQ_558-snap-gene-118.72-mRNA-1	augustus_masked-SEQ_124651-processed-gene-0.13-mRNA-1
Gorai.001G051400.1	maker-SEQ_558-augustus-gene-118.59-mRNA-1	genemark-SEQ_124651-processed-gene-0.7-mRNA-1
Gorai.001G051600.1	maker-SEQ_558-snap-gene-118.73-mRNA-1	maker-SEQ_130238-augustus-gene-0.50-mRNA-1
Gorai.001G052000.1	genemark-SEQ_558-processed-gene-118.29-mRNA-1	genemark-SEQ_128895-processed-gene-0.3-mRNA-1
Gorai.001G052300.1	maker-SEQ_558-snap-gene-118.77-mRNA-1	maker-SEQ_128895-augustus-gene-0.49-mRNA-1
Gorai.001G052600.1	maker-SEQ_558-augustus-gene-119.67-mRNA-1	maker-SEQ_128895-augustus-gene-0.45-mRNA-1
Gorai.001G052700.1	maker-SEQ_558-augustus-gene-119.68-mRNA-1	maker-SEQ_128895-augustus-gene-0.46-mRNA-1
Gorai.001G052900.1	maker-SEQ_558-snap-gene-119.88-mRNA-1	maker-SEQ_128895-augustus-gene-0.53-mRNA-1
Gorai.001G053000.1	maker-SEQ_558-augustus-gene-119.74-mRNA-1	maker-SEQ_128895-augustus-gene-0.54-mRNA-1
Gorai.001G053700.1	maker-SEQ_558-augustus-gene-120.51-mRNA-1	maker-SEQ_130136-augustus-gene-0.45-mRNA-1
Gorai.001G053900.1	maker-SEQ_558-augustus-gene-120.53-mRNA-1	maker-SEQ_124412-augustus-gene-0.6-mRNA-1
Gorai.001G054100.1	maker-SEQ_558-snap-gene-120.65-mRNA-1	augustus_masked-SEQ_130198-processed-gene-1.24-mRNA-1
Gorai.001G054200.1	augustus_masked-SEQ_558-processed-gene-120.10-mRNA-1	maker-SEQ_130198-augustus-gene-1.35-mRNA-1
Gorai.001G054400.1	maker-SEQ_558-augustus-gene-120.59-mRNA-1	maker-SEQ_130198-augustus-gene-1.33-mRNA-1
Gorai.001G054500.1	maker-SEQ_558-augustus-gene-120.55-mRNA-1	maker-SEQ_130198-augustus-gene-1.40-mRNA-1
Gorai.001G054600.1	genemark-SEQ_558-processed-gene-121.16-mRNA-1	genemark-SEQ_130198-processed-gene-1.11-mRNA-1
Gorai.001G054800.1	maker-SEQ_558-augustus-gene-121.70-mRNA-1	maker-SEQ_130198-augustus-gene-1.37-mRNA-1
Gorai.001G055100.1	genemark-SEQ_558-processed-gene-0.13-mRNA-1	maker-SEQ_130198-augustus-gene-0.36-mRNA-1
Gorai.001G055300.1	maker-SEQ_558-snap-gene-0.58-mRNA-1	maker-SEQ_130198-augustus-gene-0.35-mRNA-1
Gorai.001G055600.1	maker-SEQ_558-snap-gene-0.59-mRNA-1	genemark-SEQ_130198-processed-gene-0.10-mRNA-1
Gorai.001G055700.1	maker-SEQ_558-augustus-gene-0.51-mRNA-1	maker-SEQ_130198-augustus-gene-0.32-mRNA-1
Gorai.001G055900.1	augustus_masked-SEQ_558-processed-gene-0.10-mRNA-1	maker-SEQ_130198-augustus-gene-0.29-mRNA-1
Gorai.001G056100.1	augustus_masked-SEQ_558-processed-gene-1.0-mRNA-1	augustus_masked-SEQ_117095-processed-gene-0.11-mRNA-1
Gorai.001G056200.1	maker-SEQ_558-augustus-gene-1.72-mRNA-1	maker-SEQ_117095-augustus-gene-0.21-mRNA-1
Gorai.001G056500.1	maker-SEQ_558-augustus-gene-1.73-mRNA-1	genemark-SEQ_117095-processed-gene-0.7-mRNA-1
Gorai.001G056700.1	maker-SEQ_558-augustus-gene-1.69-mRNA-1	maker-SEQ_130277-augustus-gene-0.32-mRNA-1
Gorai.001G056800.1	maker-SEQ_558-snap-gene-1.86-mRNA-1	maker-SEQ_130277-augustus-gene-0.35-mRNA-1
Gorai.001G057100.1	augustus_masked-SEQ_558-processed-gene-1.13-mRNA-1	maker-SEQ_130277-augustus-gene-0.37-mRNA-1
Gorai.001G057600.1	maker-SEQ_558-snap-gene-2.65-mRNA-1	maker-SEQ_130277-augustus-gene-0.33-mRNA-1
Gorai.001G057700.1	maker-SEQ_558-augustus-gene-2.57-mRNA-1	augustus_masked-SEQ_130277-processed-gene-0.22-mRNA-1
Gorai.001G058100.1	genemark-SEQ_558-processed-gene-2.18-mRNA-1	genemark-SEQ_130277-processed-gene-1.0-mRNA-1
Gorai.001G058300.1	maker-SEQ_558-augustus-gene-2.63-mRNA-1	maker-SEQ_130277-augustus-gene-1.38-mRNA-1
Gorai.001G058500.1	maker-SEQ_558-augustus-gene-2.60-mRNA-1	maker-SEQ_130277-augustus-gene-1.35-mRNA-1
Gorai.001G058600.1	augustus_masked-SEQ_558-processed-gene-2.6-mRNA-1	genemark-SEQ_130277-processed-gene-1.5-mRNA-1
Gorai.001G058800.1	augustus_masked-SEQ_558-processed-gene-2.13-mRNA-1	maker-SEQ_130277-augustus-gene-1.39-mRNA-1
Gorai.001G059100.1	maker-SEQ_558-augustus-gene-3.50-mRNA-1	maker-SEQ_130277-augustus-gene-1.37-mRNA-1
Gorai.001G059200.1	maker-SEQ_558-augustus-gene-3.55-mRNA-1	augustus_masked-SEQ_130277-processed-gene-1.31-mRNA-1
Gorai.001G059300.1	maker-SEQ_558-snap-gene-3.68-mRNA-1	maker-SEQ_130277-augustus-gene-1.43-mRNA-1
Gorai.001G059700.1	augustus_masked-SEQ_558-processed-gene-3.9-mRNA-1	maker-SEQ_130277-augustus-gene-2.39-mRNA-1
Gorai.001G059900.1	maker-SEQ_558-snap-gene-3.64-mRNA-1	maker-SEQ_130277-augustus-gene-2.31-mRNA-1
Gorai.001G060100.1	maker-SEQ_558-augustus-gene-3.60-mRNA-1	maker-SEQ_130277-augustus-gene-2.40-mRNA-1
Gorai.001G060600.1	genemark-SEQ_558-processed-gene-4.17-mRNA-1	augustus_masked-SEQ_130277-processed-gene-2.21-mRNA-1
Gorai.001G060800.1	maker-SEQ_558-augustus-gene-4.60-mRNA-1	maker-SEQ_130277-augustus-gene-3.31-mRNA-1
Gorai.001G060900.1	maker-SEQ_558-augustus-gene-4.59-mRNA-1	maker-SEQ_130277-augustus-gene-3.29-mRNA-1
Gorai.001G061100.1	maker-SEQ_558-augustus-gene-4.61-mRNA-1	maker-SEQ_130258-augustus-gene-0.47-mRNA-1
Gorai.001G061300.1	maker-SEQ_558-snap-gene-4.75-mRNA-1	maker-SEQ_130258-augustus-gene-0.48-mRNA-1
Gorai.001G061400.1	augustus_masked-SEQ_558-processed-gene-5.1-mRNA-1	maker-SEQ_130258-augustus-gene-0.49-mRNA-1
Gorai.001G061700.1	augustus_masked-SEQ_558-processed-gene-5.3-mRNA-1	augustus_masked-SEQ_130258-processed-gene-0.28-mRNA-1
Gorai.001G061900.1	maker-SEQ_558-snap-gene-5.79-mRNA-1	augustus_masked-SEQ_130258-processed-gene-0.37-mRNA-1
Gorai.001G062100.1	maker-SEQ_558-augustus-gene-5.68-mRNA-1	maker-SEQ_130258-augustus-gene-0.54-mRNA-1
Gorai.001G062200.1	maker-SEQ_558-snap-gene-5.82-mRNA-1	genemark-SEQ_130258-processed-gene-0.21-mRNA-1
Gorai.001G062300.1	maker-SEQ_558-augustus-gene-5.70-mRNA-1	maker-SEQ_130258-augustus-gene-0.56-mRNA-1
Gorai.001G062400.1	augustus_masked-SEQ_558-processed-gene-5.10-mRNA-1	maker-SEQ_130258-augustus-gene-0.57-mRNA-1
Gorai.001G062600.1	maker-SEQ_558-augustus-gene-5.72-mRNA-1	maker-SEQ_130258-augustus-gene-0.58-mRNA-1
Gorai.001G063000.1	augustus_masked-SEQ_558-processed-gene-6.17-mRNA-1	maker-SEQ_128075-augustus-gene-0.14-mRNA-1
Gorai.001G063600.1	genemark-SEQ_558-processed-gene-6.12-mRNA-1	genemark-SEQ_129832-processed-gene-0.9-mRNA-1
Gorai.001G063900.1	maker-SEQ_558-augustus-gene-6.59-mRNA-1	maker-SEQ_129832-augustus-gene-0.78-mRNA-1
Gorai.001G064000.1	maker-SEQ_558-snap-gene-6.72-mRNA-1	maker-SEQ_129832-augustus-gene-0.77-mRNA-1
Gorai.001G064100.1	maker-SEQ_558-augustus-gene-6.67-mRNA-1	genemark-SEQ_129832-processed-gene-0.6-mRNA-1
Gorai.001G064300.1	maker-SEQ_558-snap-gene-6.73-mRNA-1	genemark-SEQ_129832-processed-gene-0.21-mRNA-1
Gorai.001G064600.1	snap_masked-SEQ_558-processed-gene-7.45-mRNA-1	maker-SEQ_129832-augustus-gene-0.65-mRNA-1
Gorai.001G064900.1	snap_masked-SEQ_558-processed-gene-7.49-mRNA-1	augustus_masked-SEQ_114006-processed-gene-0.22-mRNA-1
Gorai.001G065000.1	genemark-SEQ_558-processed-gene-7.25-mRNA-1	augustus_masked-SEQ_114006-processed-gene-0.21-mRNA-1
Gorai.001G065100.1	maker-SEQ_558-snap-gene-7.95-mRNA-1	maker-SEQ_114006-augustus-gene-0.30-mRNA-1
Gorai.001G065300.1	maker-SEQ_558-snap-gene-7.104-mRNA-1	maker-SEQ_114006-augustus-gene-0.26-mRNA-1
Gorai.001G065400.1	maker-SEQ_558-augustus-gene-7.90-mRNA-1	maker-SEQ_114006-augustus-gene-0.25-mRNA-1
Gorai.001G065700.1	maker-SEQ_558-snap-gene-7.106-mRNA-1	maker-SEQ_114006-augustus-gene-0.23-mRNA-1
Gorai.001G065900.1	maker-SEQ_558-augustus-gene-7.82-mRNA-1	maker-SEQ_114006-augustus-gene-0.28-mRNA-1
Gorai.001G066100.1	maker-SEQ_558-augustus-gene-7.92-mRNA-1	maker-SEQ_129722-augustus-gene-2.83-mRNA-1
Gorai.001G066200.1	maker-SEQ_558-augustus-gene-7.84-mRNA-1	maker-SEQ_129722-augustus-gene-2.90-mRNA-1
Gorai.001G066400.1	maker-SEQ_558-augustus-gene-7.85-mRNA-1	maker-SEQ_129722-augustus-gene-2.89-mRNA-1
Gorai.001G066500.1	augustus_masked-SEQ_558-processed-gene-7.20-mRNA-1	augustus_masked-SEQ_129722-processed-gene-2.59-mRNA-1
Gorai.001G066800.1	maker-SEQ_558-augustus-gene-8.80-mRNA-1	maker-SEQ_129722-augustus-gene-2.81-mRNA-1
Gorai.001G067000.1	augustus_masked-SEQ_558-processed-gene-8.4-mRNA-1	augustus_masked-SEQ_129722-processed-gene-2.68-mRNA-1
Gorai.001G067300.1	maker-SEQ_558-snap-gene-8.83-mRNA-1	maker-SEQ_129722-augustus-gene-2.88-mRNA-1
Gorai.001G067700.1	maker-SEQ_558-snap-gene-8.86-mRNA-1	maker-SEQ_129722-augustus-gene-2.86-mRNA-1
Gorai.001G067900.1	maker-SEQ_558-snap-gene-8.92-mRNA-1	maker-SEQ_129722-augustus-gene-2.79-mRNA-1
Gorai.001G068200.1	maker-SEQ_558-snap-gene-9.60-mRNA-1	augustus_masked-SEQ_129722-processed-gene-2.63-mRNA-1
Gorai.001G068400.1	maker-SEQ_558-augustus-gene-9.57-mRNA-1	maker-SEQ_129722-augustus-gene-2.76-mRNA-1
Gorai.001G068600.1	snap_masked-SEQ_558-processed-gene-9.34-mRNA-1	maker-SEQ_129722-augustus-gene-2.84-mRNA-1
Gorai.001G068900.1	maker-SEQ_558-snap-gene-9.69-mRNA-1	genemark-SEQ_129722-processed-gene-1.11-mRNA-1
Gorai.001G069200.1	maker-SEQ_558-snap-gene-10.83-mRNA-1	maker-SEQ_129722-augustus-gene-1.36-mRNA-1
Gorai.001G069500.1	genemark-SEQ_558-processed-gene-10.4-mRNA-1	maker-SEQ_129722-augustus-gene-1.40-mRNA-1
Gorai.001G069600.1	augustus_masked-SEQ_558-processed-gene-10.25-mRNA-1	augustus_masked-SEQ_129722-processed-gene-1.32-mRNA-1
Gorai.001G070200.1	maker-SEQ_558-snap-gene-10.87-mRNA-1	augustus_masked-SEQ_129722-processed-gene-0.24-mRNA-1
Gorai.001G070400.1	maker-SEQ_558-snap-gene-10.90-mRNA-1	maker-SEQ_129722-augustus-gene-0.36-mRNA-1
Gorai.001G070500.1	augustus_masked-SEQ_558-processed-gene-11.2-mRNA-1	augustus_masked-SEQ_129722-processed-gene-0.20-mRNA-1
Gorai.001G070600.1	maker-SEQ_558-snap-gene-11.91-mRNA-1	maker-SEQ_129722-augustus-gene-0.42-mRNA-1
Gorai.001G070800.1	maker-SEQ_558-augustus-gene-11.85-mRNA-1	maker-SEQ_129722-augustus-gene-0.34-mRNA-1
Gorai.001G071100.1	maker-SEQ_558-augustus-gene-11.86-mRNA-1	maker-SEQ_117999-augustus-gene-1.64-mRNA-1
Gorai.001G071200.1	maker-SEQ_558-augustus-gene-11.88-mRNA-1	maker-SEQ_117999-augustus-gene-1.63-mRNA-1
Gorai.001G071300.1	maker-SEQ_558-augustus-gene-11.79-mRNA-1	maker-SEQ_117999-augustus-gene-1.72-mRNA-1
Gorai.001G071600.1	maker-SEQ_558-augustus-gene-11.89-mRNA-1	augustus_masked-SEQ_117999-processed-gene-1.43-mRNA-1
Gorai.001G071700.1	maker-SEQ_558-snap-gene-11.103-mRNA-1	genemark-SEQ_117999-processed-gene-1.9-mRNA-1
Gorai.001G071800.1	maker-SEQ_558-augustus-gene-11.81-mRNA-1	genemark-SEQ_117999-processed-gene-1.25-mRNA-1
Gorai.001G072200.1	augustus_masked-SEQ_558-processed-gene-12.3-mRNA-1	augustus_masked-SEQ_117999-processed-gene-1.50-mRNA-1
Gorai.001G072400.1	maker-SEQ_558-augustus-gene-12.73-mRNA-1	augustus_masked-SEQ_117999-processed-gene-1.37-mRNA-1
Gorai.001G072500.1	maker-SEQ_558-augustus-gene-12.70-mRNA-1	augustus_masked-SEQ_117999-processed-gene-1.48-mRNA-1
Gorai.001G072600.1	maker-SEQ_558-augustus-gene-12.74-mRNA-1	genemark-SEQ_117999-processed-gene-1.2-mRNA-1
Gorai.001G073200.1	augustus_masked-SEQ_558-processed-gene-12.8-mRNA-1	augustus_masked-SEQ_117999-processed-gene-0.36-mRNA-1
Gorai.001G073600.1	maker-SEQ_558-augustus-gene-13.73-mRNA-1	maker-SEQ_117999-augustus-gene-0.46-mRNA-1
Gorai.001G073800.1	maker-SEQ_558-snap-gene-13.95-mRNA-1	maker-SEQ_117999-augustus-gene-0.42-mRNA-1
Gorai.001G073900.1	augustus_masked-SEQ_558-processed-gene-13.11-mRNA-1	augustus_masked-SEQ_117999-processed-gene-0.23-mRNA-1
Gorai.001G074100.1	maker-SEQ_558-augustus-gene-13.74-mRNA-1	maker-SEQ_117999-augustus-gene-0.45-mRNA-1
Gorai.001G075000.1	maker-SEQ_558-augustus-gene-13.78-mRNA-1	maker-SEQ_124080-augustus-gene-0.31-mRNA-1
Gorai.001G075300.1	snap_masked-SEQ_558-processed-gene-14.37-mRNA-1	genemark-SEQ_124080-processed-gene-0.8-mRNA-1
Gorai.001G075900.1	maker-SEQ_558-snap-gene-14.75-mRNA-1	maker-SEQ_124080-augustus-gene-0.36-mRNA-1
Gorai.001G076000.1	maker-SEQ_558-snap-gene-14.76-mRNA-1	maker-SEQ_124080-augustus-gene-0.37-mRNA-1
Gorai.001G076200.1	augustus_masked-SEQ_558-processed-gene-14.12-mRNA-1	augustus_masked-SEQ_124080-processed-gene-0.30-mRNA-1
Gorai.001G076400.1	augustus_masked-SEQ_558-processed-gene-14.13-mRNA-1	maker-SEQ_130249-augustus-gene-2.32-mRNA-1
Gorai.001G076500.1	maker-SEQ_558-augustus-gene-14.62-mRNA-1	maker-SEQ_130249-augustus-gene-2.37-mRNA-1
Gorai.001G076600.1	maker-SEQ_558-snap-gene-14.72-mRNA-1	maker-SEQ_130249-augustus-gene-2.36-mRNA-1
Gorai.001G076800.1	maker-SEQ_558-augustus-gene-15.69-mRNA-1	maker-SEQ_130249-augustus-gene-2.31-mRNA-1
Gorai.001G076900.1	maker-SEQ_558-augustus-gene-15.64-mRNA-1	maker-SEQ_130249-augustus-gene-2.35-mRNA-1
Gorai.001G077100.1	augustus_masked-SEQ_558-processed-gene-15.3-mRNA-1	augustus_masked-SEQ_130249-processed-gene-1.38-mRNA-1
Gorai.001G077200.1	maker-SEQ_558-augustus-gene-15.70-mRNA-1	maker-SEQ_130249-augustus-gene-1.48-mRNA-1
Gorai.001G077300.1	maker-SEQ_558-snap-gene-15.85-mRNA-1	genemark-SEQ_130249-processed-gene-1.10-mRNA-1
Gorai.001G077500.1	snap_masked-SEQ_558-processed-gene-15.58-mRNA-1	maker-SEQ_130249-augustus-gene-1.45-mRNA-1
Gorai.001G077800.1	maker-SEQ_558-augustus-gene-15.66-mRNA-1	maker-SEQ_130249-augustus-gene-1.52-mRNA-1
Gorai.001G078100.1	maker-SEQ_558-augustus-gene-15.76-mRNA-1	maker-SEQ_130249-augustus-gene-1.42-mRNA-1
Gorai.001G078200.1	maker-SEQ_558-augustus-gene-15.77-mRNA-1	maker-SEQ_130249-augustus-gene-1.41-mRNA-1
Gorai.001G078400.1	maker-SEQ_558-augustus-gene-15.68-mRNA-1	augustus_masked-SEQ_130249-processed-gene-1.32-mRNA-1
Gorai.001G078700.1	augustus_masked-SEQ_558-processed-gene-16.9-mRNA-1	maker-SEQ_130249-augustus-gene-0.41-mRNA-1
Gorai.001G079100.1	maker-SEQ_558-snap-gene-16.70-mRNA-1	maker-SEQ_128113-augustus-gene-3.49-mRNA-1
Gorai.001G079200.1	augustus_masked-SEQ_558-processed-gene-16.8-mRNA-1	augustus_masked-SEQ_128113-processed-gene-3.12-mRNA-1
Gorai.001G079300.1	maker-SEQ_558-snap-gene-16.74-mRNA-1	genemark-SEQ_128113-processed-gene-3.22-mRNA-1
Gorai.001G079800.1	maker-SEQ_558-snap-gene-17.41-mRNA-1	maker-SEQ_128113-augustus-gene-3.46-mRNA-1
Gorai.001G080000.1	maker-SEQ_558-snap-gene-17.44-mRNA-1	genemark-SEQ_128113-processed-gene-3.19-mRNA-1
Gorai.001G080200.1	maker-SEQ_558-snap-gene-17.43-mRNA-1	maker-SEQ_128113-augustus-gene-3.44-mRNA-1
Gorai.001G080700.1	augustus_masked-SEQ_558-processed-gene-18.9-mRNA-1	augustus_masked-SEQ_128113-processed-gene-2.27-mRNA-1
Gorai.001G081200.1	maker-SEQ_558-augustus-gene-18.82-mRNA-1	maker-SEQ_128113-augustus-gene-2.34-mRNA-1
Gorai.001G081700.1	maker-SEQ_558-snap-gene-18.92-mRNA-1	genemark-SEQ_128113-processed-gene-2.2-mRNA-1
Gorai.001G081800.1	maker-SEQ_558-augustus-gene-18.84-mRNA-1	maker-SEQ_128113-augustus-gene-2.32-mRNA-1
Gorai.001G081900.1	augustus_masked-SEQ_558-processed-gene-18.5-mRNA-1	augustus_masked-SEQ_128113-processed-gene-1.39-mRNA-1
Gorai.001G082000.1	maker-SEQ_558-snap-gene-18.90-mRNA-1	maker-SEQ_128113-augustus-gene-1.49-mRNA-1
Gorai.001G082300.1	maker-SEQ_558-augustus-gene-19.66-mRNA-1	maker-SEQ_128113-augustus-gene-1.48-mRNA-1
Gorai.001G082400.1	maker-SEQ_558-snap-gene-19.79-mRNA-1	maker-SEQ_128113-augustus-gene-1.47-mRNA-1
Gorai.001G082500.1	maker-SEQ_558-snap-gene-19.80-mRNA-1	maker-SEQ_128113-augustus-gene-1.46-mRNA-1
Gorai.001G082800.1	maker-SEQ_558-snap-gene-19.85-mRNA-1	maker-SEQ_128113-augustus-gene-1.42-mRNA-1
Gorai.001G083300.1	maker-SEQ_558-augustus-gene-19.74-mRNA-1	maker-SEQ_128113-augustus-gene-1.41-mRNA-1
Gorai.001G083400.1	maker-SEQ_558-augustus-gene-19.75-mRNA-1	genemark-SEQ_128113-processed-gene-1.1-mRNA-1
Gorai.001G083600.1	maker-SEQ_558-augustus-gene-19.71-mRNA-1	maker-SEQ_128113-augustus-gene-1.43-mRNA-1
Gorai.001G083700.1	maker-SEQ_558-augustus-gene-19.76-mRNA-1	maker-SEQ_128113-augustus-gene-0.26-mRNA-1
Gorai.001G083800.1	maker-SEQ_558-augustus-gene-19.72-mRNA-1	maker-SEQ_128113-augustus-gene-0.29-mRNA-1
Gorai.001G083900.1	maker-SEQ_558-augustus-gene-19.77-mRNA-1	maker-SEQ_128113-augustus-gene-0.25-mRNA-1
Gorai.001G084000.1	genemark-SEQ_558-processed-gene-20.11-mRNA-1	genemark-SEQ_128113-processed-gene-0.10-mRNA-1
Gorai.001G084100.1	maker-SEQ_558-augustus-gene-20.51-mRNA-1	maker-SEQ_128113-augustus-gene-0.27-mRNA-1
Gorai.001G084500.1	maker-SEQ_558-augustus-gene-20.52-mRNA-1	maker-SEQ_130246-augustus-gene-4.90-mRNA-1
Gorai.001G084600.1	maker-SEQ_558-augustus-gene-20.53-mRNA-1	maker-SEQ_130246-augustus-gene-4.89-mRNA-1
Gorai.001G085000.1	maker-SEQ_558-snap-gene-21.91-mRNA-1	augustus_masked-SEQ_130246-processed-gene-4.47-mRNA-1
Gorai.001G085300.1	augustus_masked-SEQ_558-processed-gene-21.3-mRNA-1	augustus_masked-SEQ_130246-processed-gene-4.46-mRNA-1
Gorai.001G085800.1	maker-SEQ_558-augustus-gene-21.80-mRNA-1	maker-SEQ_130246-augustus-gene-3.39-mRNA-1
Gorai.001G086400.1	maker-SEQ_558-augustus-gene-21.84-mRNA-1	maker-SEQ_130246-augustus-gene-3.37-mRNA-1
Gorai.001G086500.1	maker-SEQ_558-snap-gene-21.89-mRNA-1	augustus_masked-SEQ_130246-processed-gene-3.29-mRNA-1
Gorai.001G086600.1	snap_masked-SEQ_558-processed-gene-21.56-mRNA-1	maker-SEQ_130246-augustus-gene-3.41-mRNA-1
Gorai.001G086700.1	genemark-SEQ_558-processed-gene-21.41-mRNA-1	augustus_masked-SEQ_130246-processed-gene-3.19-mRNA-1
Gorai.001G087000.1	maker-SEQ_558-snap-gene-24.79-mRNA-1	maker-SEQ_130246-augustus-gene-2.33-mRNA-1
Gorai.001G087100.1	augustus_masked-SEQ_558-processed-gene-24.8-mRNA-1	augustus_masked-SEQ_130246-processed-gene-2.30-mRNA-1
Gorai.001G087900.1	augustus_masked-SEQ_558-processed-gene-23.8-mRNA-1	augustus_masked-SEQ_127052-processed-gene-0.13-mRNA-1
Gorai.001G088000.1	augustus_masked-SEQ_558-processed-gene-23.7-mRNA-1	augustus_masked-SEQ_127052-processed-gene-0.14-mRNA-1
Gorai.001G088100.1	maker-SEQ_558-augustus-gene-23.71-mRNA-1	maker-SEQ_127052-augustus-gene-0.16-mRNA-1
Gorai.001G088200.1	augustus_masked-SEQ_558-processed-gene-23.6-mRNA-1	augustus_masked-SEQ_127052-processed-gene-0.15-mRNA-1
Gorai.001G088500.1	maker-SEQ_558-snap-gene-23.77-mRNA-1	augustus_masked-SEQ_122676-processed-gene-0.8-mRNA-1
Gorai.001G088700.1	genemark-SEQ_558-processed-gene-23.19-mRNA-1	genemark-SEQ_129837-processed-gene-0.3-mRNA-1
Gorai.001G088800.1	maker-SEQ_558-augustus-gene-22.66-mRNA-1	augustus_masked-SEQ_129837-processed-gene-0.10-mRNA-1
Gorai.001G088900.1	maker-SEQ_558-snap-gene-22.73-mRNA-1	genemark-SEQ_129837-processed-gene-0.7-mRNA-1
Gorai.001G089200.1	genemark-SEQ_558-processed-gene-22.19-mRNA-1	genemark-SEQ_129837-processed-gene-0.0-mRNA-1
Gorai.001G089300.1	augustus_masked-SEQ_558-processed-gene-22.4-mRNA-1	maker-SEQ_124127-augustus-gene-0.33-mRNA-1
Gorai.001G089400.1	augustus_masked-SEQ_558-processed-gene-22.9-mRNA-1	augustus_masked-SEQ_124127-processed-gene-0.30-mRNA-1
Gorai.001G089500.1	augustus_masked-SEQ_558-processed-gene-22.3-mRNA-1	maker-SEQ_124127-augustus-gene-0.32-mRNA-1
Gorai.001G089900.1	augustus_masked-SEQ_558-processed-gene-25.4-mRNA-1	maker-SEQ_124127-augustus-gene-0.34-mRNA-1
Gorai.001G090100.1	maker-SEQ_558-augustus-gene-25.81-mRNA-1	maker-SEQ_115579-augustus-gene-0.16-mRNA-1
Gorai.001G091900.1	maker-SEQ_558-snap-gene-26.59-mRNA-1	maker-SEQ_112917-augustus-gene-0.44-mRNA-1
Gorai.001G092000.1	maker-SEQ_558-snap-gene-26.60-mRNA-1	genemark-SEQ_112917-processed-gene-0.15-mRNA-1
Gorai.001G092200.1	augustus_masked-SEQ_558-processed-gene-26.6-mRNA-1	augustus_masked-SEQ_124278-processed-gene-0.44-mRNA-1
Gorai.001G092400.1	maker-SEQ_558-snap-gene-26.62-mRNA-1	genemark-SEQ_124278-processed-gene-0.22-mRNA-1
Gorai.001G092500.1	maker-SEQ_558-snap-gene-26.64-mRNA-1	maker-SEQ_124278-augustus-gene-0.56-mRNA-1
Gorai.001G092600.1	maker-SEQ_558-augustus-gene-26.55-mRNA-1	maker-SEQ_124278-augustus-gene-0.55-mRNA-1
Gorai.001G092700.1	maker-SEQ_558-augustus-gene-27.51-mRNA-1	maker-SEQ_124278-augustus-gene-0.53-mRNA-1
Gorai.001G093100.1	maker-SEQ_558-snap-gene-27.70-mRNA-1	augustus_masked-SEQ_124278-processed-gene-0.28-mRNA-1
Gorai.001G093500.1	maker-SEQ_558-snap-gene-27.66-mRNA-1	maker-SEQ_124278-augustus-gene-0.51-mRNA-1
Gorai.001G093600.1	maker-SEQ_558-snap-gene-27.72-mRNA-1	augustus_masked-SEQ_124278-processed-gene-0.26-mRNA-1
Gorai.001G093700.1	maker-SEQ_558-augustus-gene-27.61-mRNA-1	genemark-SEQ_124278-processed-gene-0.1-mRNA-1
Gorai.001G093900.1	maker-SEQ_558-snap-gene-27.68-mRNA-1	maker-SEQ_124278-augustus-gene-0.49-mRNA-1
Gorai.001G094300.1	maker-SEQ_558-augustus-gene-28.62-mRNA-1	augustus_masked-SEQ_124319-processed-gene-0.32-mRNA-1
Gorai.001G094400.1	maker-SEQ_558-augustus-gene-28.63-mRNA-1	maker-SEQ_124319-augustus-gene-0.50-mRNA-1
Gorai.001G094500.1	maker-SEQ_558-augustus-gene-28.59-mRNA-1	maker-SEQ_124319-augustus-gene-0.58-mRNA-1
Gorai.001G094600.1	maker-SEQ_558-augustus-gene-28.64-mRNA-1	augustus_masked-SEQ_124319-processed-gene-0.29-mRNA-1
Gorai.001G095100.1	augustus_masked-SEQ_558-processed-gene-28.11-mRNA-1	augustus_masked-SEQ_124319-processed-gene-0.26-mRNA-1
Gorai.001G095300.1	maker-SEQ_558-augustus-gene-28.61-mRNA-1	maker-SEQ_124319-augustus-gene-0.56-mRNA-1
Gorai.001G095500.1	maker-SEQ_558-augustus-gene-28.70-mRNA-1	maker-SEQ_124319-augustus-gene-0.45-mRNA-1
Gorai.001G095700.1	maker-SEQ_558-augustus-gene-29.55-mRNA-1	genemark-SEQ_124319-processed-gene-0.12-mRNA-1
Gorai.001G095800.1	maker-SEQ_558-snap-gene-29.64-mRNA-1	genemark-SEQ_124319-processed-gene-0.11-mRNA-1
Gorai.001G096000.1	maker-SEQ_558-augustus-gene-29.57-mRNA-1	maker-SEQ_124319-augustus-gene-0.53-mRNA-1
Gorai.001G096500.1	maker-SEQ_558-augustus-gene-29.62-mRNA-1	maker-SEQ_124975-augustus-gene-0.55-mRNA-1
